theta,res,rmse,rmse_std,r2,r2_std,timeSeconds
140,180,2.2095762557944147,0.12668249552582153,0.45489151382423537,0.03355615672092712,514.5422165393829
140,200,2.2086740399393925,0.1290645180304592,0.4552163138989663,0.03636712046061963,594.2563252449036
180,10,2.2195282797097446,0.12132800607748201,0.45001727014061466,0.030057711941120918,22.992238521575928
180,20,2.202303568591555,0.13290209795407337,0.4585804478191339,0.034806577733080483,53.31476712226868
180,40,2.18860157297265,0.11790420163281393,0.4650135781984601,0.03204840487197643,109.17524480819702
180,60,2.217033957910263,0.13174000374286968,0.4510133561474564,0.038777873735795616,183.38029050827026
180,80,2.1940002714570284,0.12797106110120177,0.46236700671161035,0.03687383363367062,1982.703220129013
180,100,2.198424494256756,0.1177888034003944,0.4604106852115204,0.028871567535739936,225.32503175735474
180,140,2.19314224335841,0.12672215527285138,0.4629498804383867,0.03404430879285051,354.02403712272644
180,180,2.195489215826082,0.12506769057221556,0.4617816723773678,0.033421826441831365,494.1671316623688
180,200,2.180428071124263,0.12423591376518785,0.46922795071650636,0.03150363098374764,577.608405828476
200,10,2.2249093166044154,0.1174606415253634,0.44713334611554084,0.03202897581488095,16.204681634902954
200,20,2.223026749077124,0.11821390826216151,0.4480784649593058,0.03206810205996806,38.34165811538696
200,40,2.2232683467503307,0.1151824945215994,0.4479750377543773,0.03066849691440466,87.20135068893433
200,60,2.215318512631847,0.11990625176005805,0.4519499943343078,0.03246140757451409,135.27167391777039
200,80,2.21071026665985,0.11461852044784403,0.45411645877520634,0.031525285038417415,201.1527795791626
200,100,2.207989448775843,0.11981381307021799,0.45557033463316915,0.03212283525432302,252.91752815246582
200,140,2.2090283339993277,0.12213078917365557,0.45516808739261866,0.031153982811133556,384.7115833759308
200,180,2.217089333924824,0.12354382373313848,0.45117777319815877,0.032231905609980877,550.8856573104858
200,200,2.214252198245892,0.12291196329126523,0.4526454895915101,0.030885171668016322,697.9831750392914
